,"ID
операции",Date,ID,Article,Operation,Quantity_Packages,Price_per_unit,District,Department,Product_Name,Supplier,Total_price
339,21117,2021-06-08,М17,46,Поставка,100,44,Центральный,Бакалея,Крупа манная,Мелькомбинат,4400
340,21122,2021-06-08,М17,56,Продажа,93,92,Центральный,Бакалея,Крупа пшено,Продбаза,8556
341,21165,2021-06-08,М19,34,Продажа,36,88,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,3168
342,21170,2021-06-08,М19,43,Продажа,25,88,Центральный,Бакалея,Крупа перловая,Продбаза,2200
343,21171,2021-06-08,М19,46,Продажа,38,73,Центральный,Бакалея,Крупа манная,Мелькомбинат,2774
344,21177,2021-06-08,М19,56,Поставка,20,104,Центральный,Бакалея,Крупа пшено,Продбаза,2080
345,21178,2021-06-08,М19,56,Продажа,25,129,Центральный,Бакалея,Крупа пшено,Продбаза,3225
346,21277,2021-06-08,М22,46,Поставка,30,59,Центральный,Бакалея,Крупа манная,Мелькомбинат,1770
347,21282,2021-06-08,М22,56,Продажа,22,129,Центральный,Бакалея,Крупа пшено,Продбаза,2838
348,21436,2021-06-08,М27,34,Поставка,100,103,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10300
349,21522,2021-06-08,М30,34,Поставка,20,112,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2240
350,21523,2021-06-08,М30,34,Продажа,21,111,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2331
351,21530,2021-06-08,М30,56,Продажа,12,91,Центральный,Бакалея,Крупа пшено,Продбаза,1092
352,21750,2021-06-08,М37,34,Поставка,100,86,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8600
353,21755,2021-06-08,М37,43,Продажа,46,118,Центральный,Бакалея,Крупа перловая,Продбаза,5428
354,21758,2021-06-08,М37,46,Продажа,52,46,Центральный,Бакалея,Крупа манная,Мелькомбинат,2392
355,21765,2021-06-08,М37,56,Поставка,50,73,Центральный,Бакалея,Крупа пшено,Продбаза,3650
356,21817,2021-06-08,М39,34,Поставка,100,86,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8600
357,21833,2021-06-08,М39,56,Поставка,50,77,Центральный,Бакалея,Крупа пшено,Продбаза,3850
358,21972,2021-06-08,М44,43,Поставка,20,84,Центральный,Бакалея,Крупа перловая,Продбаза,1680
359,21993,2021-06-08,М45,34,Поставка,100,102,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10200
360,21999,2021-06-08,М45,43,Продажа,56,96,Центральный,Бакалея,Крупа перловая,Продбаза,5376
361,22028,2021-06-08,М46,34,Продажа,39,129,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,5031
362,22039,2021-06-08,М46,56,Продажа,28,131,Центральный,Бакалея,Крупа пшено,Продбаза,3668
363,22212,2021-06-08,М52,34,Продажа,24,129,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,3096
364,22217,2021-06-08,М52,43,Поставка,10,82,Центральный,Бакалея,Крупа перловая,Продбаза,820
365,22220,2021-06-08,М52,46,Продажа,14,58,Центральный,Бакалея,Крупа манная,Мелькомбинат,812
366,22272,2021-06-08,М54,46,Поставка,50,45,Центральный,Бакалея,Крупа манная,Мелькомбинат,2250
367,22426,2021-06-08,М59,34,Поставка,400,98,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,39200
368,22588,2021-06-08,М64,43,Поставка,10,68,Центральный,Бакалея,Крупа перловая,Продбаза,680
369,22591,2021-06-08,М64,46,Продажа,14,58,Центральный,Бакалея,Крупа манная,Мелькомбинат,812
370,22653,2021-06-08,М66,56,Поставка,50,80,Центральный,Бакалея,Крупа пшено,Продбаза,4000
371,22706,2021-06-08,М68,34,Поставка,100,87,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8700
372,22719,2021-06-08,М68,56,Продажа,54,119,Центральный,Бакалея,Крупа пшено,Продбаза,6426
373,22746,2021-06-08,М69,34,Поставка,100,105,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10500
374,22748,2021-06-08,М69,43,Поставка,50,96,Центральный,Бакалея,Крупа перловая,Продбаза,4800
375,22929,2021-06-08,М75,34,Поставка,100,112,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,11200
376,22982,2021-06-08,М77,34,Поставка,50,105,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,5250
377,23220,2021-06-08,М85,34,Продажа,340,140,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,47600
378,23247,2021-06-08,М86,34,Продажа,88,128,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,11264
379,23252,2021-06-08,М86,43,Продажа,49,95,Центральный,Бакалея,Крупа перловая,Продбаза,4655
380,23255,2021-06-08,М86,46,Поставка,50,56,Центральный,Бакалея,Крупа манная,Мелькомбинат,2800
381,23259,2021-06-08,М86,56,Продажа,56,135,Центральный,Бакалея,Крупа пшено,Продбаза,7560
382,23276,2021-06-08,М87,34,Поставка,50,107,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,5350
383,23278,2021-06-08,М87,43,Продажа,23,113,Центральный,Бакалея,Крупа перловая,Продбаза,2599
384,23476,2021-06-08,М94,34,Продажа,368,93,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,34224
385,23487,2021-06-08,М94,56,Продажа,193,116,Центральный,Бакалея,Крупа пшено,Продбаза,22388
386,23876,2021-06-09,М08,34,Продажа,333,131,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,43623
387,23891,2021-06-09,М08,56,Продажа,172,130,Центральный,Бакалея,Крупа пшено,Продбаза,22360
388,23938,2021-06-09,М10,43,Продажа,28,100,Центральный,Бакалея,Крупа перловая,Продбаза,2800
389,23940,2021-06-09,М10,46,Поставка,30,44,Центральный,Бакалея,Крупа манная,Мелькомбинат,1320
390,23944,2021-06-09,М10,56,Поставка,20,79,Центральный,Бакалея,Крупа пшено,Продбаза,1580
391,23997,2021-06-09,М12,34,Поставка,300,79,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,23700
392,23998,2021-06-09,М12,34,Продажа,285,97,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,27645
393,24009,2021-06-09,М12,56,Поставка,200,101,Центральный,Бакалея,Крупа пшено,Продбаза,20200
394,24149,2021-06-09,М17,34,Поставка,200,79,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,15800
395,24150,2021-06-09,М17,34,Продажа,146,130,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,18980
396,24157,2021-06-09,М17,43,Продажа,107,87,Центральный,Бакалея,Крупа перловая,Продбаза,9309
397,24159,2021-06-09,М17,46,Продажа,122,47,Центральный,Бакалея,Крупа манная,Мелькомбинат,5734
398,24227,2021-06-09,М19,34,Поставка,50,84,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4200
399,24322,2021-06-09,М22,46,Поставка,30,47,Центральный,Бакалея,Крупа манная,Мелькомбинат,1410
400,24323,2021-06-09,М22,46,Продажа,31,55,Центральный,Бакалея,Крупа манная,Мелькомбинат,1705
401,24459,2021-06-09,М27,34,Продажа,101,136,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,13736
402,24516,2021-06-09,М29,43,Продажа,12,119,Центральный,Бакалея,Крупа перловая,Продбаза,1428
403,24517,2021-06-09,М29,46,Поставка,20,47,Центральный,Бакалея,Крупа манная,Мелькомбинат,940
404,24543,2021-06-09,М30,34,Поставка,20,103,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2060
405,24817,2021-06-09,М39,43,Поставка,50,74,Центральный,Бакалея,Крупа перловая,Продбаза,3700
406,24818,2021-06-09,М39,43,Продажа,42,103,Центральный,Бакалея,Крупа перловая,Продбаза,4326
407,24820,2021-06-09,М39,46,Поставка,50,47,Центральный,Бакалея,Крупа манная,Мелькомбинат,2350
408,24963,2021-06-09,М44,43,Продажа,30,86,Центральный,Бакалея,Крупа перловая,Продбаза,2580
409,24985,2021-06-09,М45,46,Продажа,56,45,Центральный,Бакалея,Крупа манная,Мелькомбинат,2520
410,25007,2021-06-09,М46,34,Продажа,50,131,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,6550
411,25014,2021-06-09,М46,46,Поставка,30,40,Центральный,Бакалея,Крупа манная,Мелькомбинат,1200
412,25015,2021-06-09,М46,46,Продажа,39,49,Центральный,Бакалея,Крупа манная,Мелькомбинат,1911
413,25186,2021-06-09,М52,43,Поставка,10,77,Центральный,Бакалея,Крупа перловая,Продбаза,770
414,25239,2021-06-09,М54,34,Поставка,100,94,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,9400
415,25246,2021-06-09,М54,43,Продажа,46,114,Центральный,Бакалея,Крупа перловая,Продбаза,5244
416,25406,2021-06-09,М59,56,Поставка,200,95,Центральный,Бакалея,Крупа пшено,Продбаза,19000
417,25542,2021-06-09,М64,56,Поставка,10,86,Центральный,Бакалея,Крупа пшено,Продбаза,860
418,25639,2021-06-09,М68,43,Поставка,50,74,Центральный,Бакалея,Крупа перловая,Продбаза,3700
419,25669,2021-06-09,М69,56,Поставка,50,94,Центральный,Бакалея,Крупа пшено,Продбаза,4700
420,25858,2021-06-09,М75,34,Продажа,78,114,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8892
421,25862,2021-06-09,М75,43,Продажа,50,106,Центральный,Бакалея,Крупа перловая,Продбаза,5300
422,25864,2021-06-09,М75,46,Поставка,50,45,Центральный,Бакалея,Крупа манная,Мелькомбинат,2250
423,25922,2021-06-09,М77,43,Продажа,24,109,Центральный,Бакалея,Крупа перловая,Продбаза,2616
424,25932,2021-06-09,М77,56,Поставка,20,104,Центральный,Бакалея,Крупа пшено,Продбаза,2080
425,26146,2021-06-09,М85,34,Продажа,326,112,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,36512
426,26148,2021-06-09,М85,43,Продажа,193,110,Центральный,Бакалея,Крупа перловая,Продбаза,21230
427,26157,2021-06-09,М85,56,Продажа,248,103,Центральный,Бакалея,Крупа пшено,Продбаза,25544
428,26181,2021-06-09,М86,34,Поставка,100,104,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10400
429,26182,2021-06-09,М86,34,Продажа,95,142,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,13490
430,26187,2021-06-09,М86,43,Продажа,61,110,Центральный,Бакалея,Крупа перловая,Продбаза,6710
431,26194,2021-06-09,М86,56,Продажа,54,118,Центральный,Бакалея,Крупа пшено,Продбаза,6372
432,26227,2021-06-09,М87,56,Поставка,20,84,Центральный,Бакалея,Крупа пшено,Продбаза,1680
433,26413,2021-06-09,М94,43,Поставка,200,92,Центральный,Бакалея,Крупа перловая,Продбаза,18400
434,26422,2021-06-09,М94,56,Продажа,250,132,Центральный,Бакалея,Крупа пшено,Продбаза,33000
435,26786,2021-06-10,М08,56,Поставка,200,97,Центральный,Бакалея,Крупа пшено,Продбаза,19400
436,26848,2021-06-10,М10,56,Поставка,30,85,Центральный,Бакалея,Крупа пшено,Продбаза,2550
437,27047,2021-06-10,М17,46,Поставка,100,49,Центральный,Бакалея,Крупа манная,Мелькомбинат,4900
438,27050,2021-06-10,М17,56,Продажа,99,125,Центральный,Бакалея,Крупа пшено,Продбаза,12375
439,27097,2021-06-10,М19,34,Поставка,30,110,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,3300
440,27098,2021-06-10,М19,34,Продажа,49,108,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,5292
441,27189,2021-06-10,М22,46,Поставка,30,49,Центральный,Бакалея,Крупа манная,Мелькомбинат,1470
442,27355,2021-06-10,М27,56,Поставка,50,83,Центральный,Бакалея,Крупа пшено,Продбаза,4150
443,27406,2021-06-10,М29,34,Поставка,20,111,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2220
444,27407,2021-06-10,М29,34,Продажа,19,97,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,1843
445,27417,2021-06-10,М29,46,Поставка,10,49,Центральный,Бакалея,Крупа манная,Мелькомбинат,490
446,27422,2021-06-10,М29,56,Поставка,10,97,Центральный,Бакалея,Крупа пшено,Продбаза,970
447,27447,2021-06-10,М30,43,Продажа,16,113,Центральный,Бакалея,Крупа перловая,Продбаза,1808
448,27449,2021-06-10,М30,46,Поставка,10,47,Центральный,Бакалея,Крупа манная,Мелькомбинат,470
449,27675,2021-06-10,М37,43,Продажа,54,77,Центральный,Бакалея,Крупа перловая,Продбаза,4158
450,27737,2021-06-10,М39,43,Продажа,52,82,Центральный,Бакалея,Крупа перловая,Продбаза,4264
451,27857,2021-06-10,М44,43,Поставка,20,70,Центральный,Бакалея,Крупа перловая,Продбаза,1400
452,27881,2021-06-10,М45,34,Поставка,100,88,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8800
453,27885,2021-06-10,М45,43,Поставка,50,95,Центральный,Бакалея,Крупа перловая,Продбаза,4750
454,27887,2021-06-10,М45,46,Поставка,50,40,Центральный,Бакалея,Крупа манная,Мелькомбинат,2000
455,27916,2021-06-10,М46,34,Поставка,40,98,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,3920
456,27925,2021-06-10,М46,56,Продажа,26,122,Центральный,Бакалея,Крупа пшено,Продбаза,3172
457,28094,2021-06-10,М52,34,Поставка,20,101,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2020
458,28104,2021-06-10,М52,56,Продажа,14,129,Центральный,Бакалея,Крупа пшено,Продбаза,1806
459,28301,2021-06-10,М59,43,Поставка,200,78,Центральный,Бакалея,Крупа перловая,Продбаза,15600
460,28304,2021-06-10,М59,46,Поставка,300,58,Центральный,Бакалея,Крупа манная,Мелькомбинат,17400
461,28305,2021-06-10,М59,46,Продажа,254,68,Центральный,Бакалея,Крупа манная,Мелькомбинат,17272
462,28311,2021-06-10,М59,56,Поставка,200,77,Центральный,Бакалея,Крупа пшено,Продбаза,15400
463,28312,2021-06-10,М59,56,Продажа,219,101,Центральный,Бакалея,Крупа пшено,Продбаза,22119
464,28443,2021-06-10,М64,34,Продажа,20,143,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2860
465,28579,2021-06-10,М69,34,Продажа,70,123,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8610
466,28744,2021-06-10,М75,43,Продажа,57,88,Центральный,Бакалея,Крупа перловая,Продбаза,5016
467,28745,2021-06-10,М75,46,Продажа,61,70,Центральный,Бакалея,Крупа манная,Мелькомбинат,4270
468,28802,2021-06-10,М77,46,Поставка,40,44,Центральный,Бакалея,Крупа манная,Мелькомбинат,1760
469,28803,2021-06-10,М77,46,Продажа,27,46,Центральный,Бакалея,Крупа манная,Мелькомбинат,1242
470,28811,2021-06-10,М77,56,Поставка,30,76,Центральный,Бакалея,Крупа пшено,Продбаза,2280
471,29065,2021-06-10,М86,43,Поставка,50,88,Центральный,Бакалея,Крупа перловая,Продбаза,4400
472,29086,2021-06-10,М87,34,Поставка,50,85,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4250
473,29091,2021-06-10,М87,43,Продажа,23,118,Центральный,Бакалея,Крупа перловая,Продбаза,2714
474,29300,2021-06-10,М94,46,Поставка,300,59,Центральный,Бакалея,Крупа манная,Мелькомбинат,17700
475,29307,2021-06-10,М94,56,Продажа,223,82,Центральный,Бакалея,Крупа пшено,Продбаза,18286
476,29696,2021-06-11,М08,46,Поставка,300,46,Центральный,Бакалея,Крупа манная,Мелькомбинат,13800
477,29697,2021-06-11,М08,46,Продажа,217,46,Центральный,Бакалея,Крупа манная,Мелькомбинат,9982
478,29702,2021-06-11,М08,56,Продажа,175,115,Центральный,Бакалея,Крупа пшено,Продбаза,20125
479,29753,2021-06-11,М10,46,Продажа,38,71,Центральный,Бакалея,Крупа манная,Мелькомбинат,2698
480,29760,2021-06-11,М10,56,Поставка,30,85,Центральный,Бакалея,Крупа пшено,Продбаза,2550
481,29761,2021-06-11,М10,56,Продажа,25,108,Центральный,Бакалея,Крупа пшено,Продбаза,2700
482,29808,2021-06-11,М12,46,Поставка,200,46,Центральный,Бакалея,Крупа манная,Мелькомбинат,9200
483,29809,2021-06-11,М12,46,Продажа,270,47,Центральный,Бакалея,Крупа манная,Мелькомбинат,12690
484,30004,2021-06-11,М19,43,Продажа,27,77,Центральный,Бакалея,Крупа перловая,Продбаза,2079
485,30086,2021-06-11,М22,43,Поставка,20,93,Центральный,Бакалея,Крупа перловая,Продбаза,1860
486,30087,2021-06-11,М22,43,Продажа,24,103,Центральный,Бакалея,Крупа перловая,Продбаза,2472
487,30245,2021-06-11,М27,34,Поставка,50,86,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4300
488,30251,2021-06-11,М27,43,Поставка,50,67,Центральный,Бакалея,Крупа перловая,Продбаза,3350
489,30255,2021-06-11,М27,56,Поставка,50,82,Центральный,Бакалея,Крупа пшено,Продбаза,4100
490,30301,2021-06-11,М29,46,Продажа,14,66,Центральный,Бакалея,Крупа манная,Мелькомбинат,924
491,30320,2021-06-11,М30,34,Продажа,17,128,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2176
492,30328,2021-06-11,М30,46,Поставка,20,57,Центральный,Бакалея,Крупа манная,Мелькомбинат,1140
493,30526,2021-06-11,М37,34,Поставка,100,104,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10400
494,30529,2021-06-11,М37,43,Продажа,58,89,Центральный,Бакалея,Крупа перловая,Продбаза,5162
495,30533,2021-06-11,М37,56,Поставка,50,90,Центральный,Бакалея,Крупа пшено,Продбаза,4500
496,30534,2021-06-11,М37,56,Продажа,54,120,Центральный,Бакалея,Крупа пшено,Продбаза,6480
497,30580,2021-06-11,М39,34,Продажа,96,112,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10752
498,30729,2021-06-11,М44,43,Продажа,29,108,Центральный,Бакалея,Крупа перловая,Продбаза,3132
499,30756,2021-06-11,М45,34,Поставка,100,111,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,11100
500,30789,2021-06-11,М46,34,Поставка,50,102,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,5100
501,30792,2021-06-11,М46,43,Продажа,23,85,Центральный,Бакалея,Крупа перловая,Продбаза,1955
502,30794,2021-06-11,М46,46,Продажа,27,53,Центральный,Бакалея,Крупа манная,Мелькомбинат,1431
503,30967,2021-06-11,М52,34,Продажа,23,89,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2047
504,31032,2021-06-11,М54,46,Поставка,50,52,Центральный,Бакалея,Крупа манная,Мелькомбинат,2600
505,31035,2021-06-11,М54,56,Продажа,50,110,Центральный,Бакалея,Крупа пшено,Продбаза,5500
506,31175,2021-06-11,М59,43,Поставка,200,74,Центральный,Бакалея,Крупа перловая,Продбаза,14800
507,31176,2021-06-11,М59,43,Продажа,182,87,Центральный,Бакалея,Крупа перловая,Продбаза,15834
508,31312,2021-06-11,М64,34,Продажа,20,127,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2540
509,31456,2021-06-11,М69,43,Поставка,50,86,Центральный,Бакалея,Крупа перловая,Продбаза,4300
510,31457,2021-06-11,М69,43,Продажа,44,77,Центральный,Бакалея,Крупа перловая,Продбаза,3388
511,31465,2021-06-11,М69,56,Поставка,50,100,Центральный,Бакалея,Крупа пшено,Продбаза,5000
512,31642,2021-06-11,М75,43,Поставка,50,94,Центральный,Бакалея,Крупа перловая,Продбаза,4700
513,31648,2021-06-11,М75,56,Продажа,51,113,Центральный,Бакалея,Крупа пшено,Продбаза,5763
514,31696,2021-06-11,М77,43,Поставка,20,80,Центральный,Бакалея,Крупа перловая,Продбаза,1600
515,31699,2021-06-11,М77,46,Поставка,30,56,Центральный,Бакалея,Крупа манная,Мелькомбинат,1680
516,31936,2021-06-11,М85,34,Поставка,400,109,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,43600
517,31939,2021-06-11,М85,43,Поставка,200,67,Центральный,Бакалея,Крупа перловая,Продбаза,13400
518,31949,2021-06-11,М85,56,Поставка,200,85,Центральный,Бакалея,Крупа пшено,Продбаза,17000
519,31950,2021-06-11,М85,56,Продажа,235,130,Центральный,Бакалея,Крупа пшено,Продбаза,30550
520,31965,2021-06-11,М86,34,Продажа,94,134,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,12596
521,31969,2021-06-11,М86,43,Продажа,47,81,Центральный,Бакалея,Крупа перловая,Продбаза,3807
522,31978,2021-06-11,М86,56,Продажа,43,123,Центральный,Бакалея,Крупа пшено,Продбаза,5289
523,31992,2021-06-11,М87,34,Продажа,45,124,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,5580
524,31997,2021-06-11,М87,46,Продажа,38,49,Центральный,Бакалея,Крупа манная,Мелькомбинат,1862
525,32206,2021-06-11,М94,34,Поставка,400,101,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,40400
526,32209,2021-06-11,М94,43,Поставка,200,65,Центральный,Бакалея,Крупа перловая,Продбаза,13000
527,32216,2021-06-11,М94,56,Поставка,300,74,Центральный,Бакалея,Крупа пшено,Продбаза,22200
528,32595,2021-06-12,М08,56,Поставка,200,96,Центральный,Бакалея,Крупа пшено,Продбаза,19200
529,32650,2021-06-12,М10,34,Продажа,40,105,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4200
530,32653,2021-06-12,М10,43,Продажа,31,74,Центральный,Бакалея,Крупа перловая,Продбаза,2294
531,32659,2021-06-12,М10,56,Продажа,30,128,Центральный,Бакалея,Крупа пшено,Продбаза,3840
532,32705,2021-06-12,М12,43,Поставка,200,92,Центральный,Бакалея,Крупа перловая,Продбаза,18400
533,32707,2021-06-12,М12,46,Продажа,246,49,Центральный,Бакалея,Крупа манная,Мелькомбинат,12054
534,32843,2021-06-12,М17,34,Поставка,100,106,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10600
535,32846,2021-06-12,М17,43,Поставка,100,91,Центральный,Бакалея,Крупа перловая,Продбаза,9100
536,32854,2021-06-12,М17,56,Продажа,100,117,Центральный,Бакалея,Крупа пшено,Продбаза,11700
537,32917,2021-06-12,М19,56,Поставка,30,99,Центральный,Бакалея,Крупа пшено,Продбаза,2970
538,33001,2021-06-12,М22,43,Поставка,20,70,Центральный,Бакалея,Крупа перловая,Продбаза,1400
539,33134,2021-06-12,М27,34,Продажа,71,105,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,7455
540,33200,2021-06-12,М29,43,Поставка,10,72,Центральный,Бакалея,Крупа перловая,Продбаза,720
541,33236,2021-06-12,М30,56,Поставка,10,102,Центральный,Бакалея,Крупа пшено,Продбаза,1020
542,33414,2021-06-12,М37,34,Поставка,50,77,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,3850
543,33419,2021-06-12,М37,46,Продажа,73,53,Центральный,Бакалея,Крупа манная,Мелькомбинат,3869
544,33421,2021-06-12,М37,56,Поставка,50,82,Центральный,Бакалея,Крупа пшено,Продбаза,4100
545,33422,2021-06-12,М37,56,Продажа,46,84,Центральный,Бакалея,Крупа пшено,Продбаза,3864
546,33458,2021-06-12,М39,34,Поставка,50,77,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,3850
547,33599,2021-06-12,М44,43,Поставка,30,67,Центральный,Бакалея,Крупа перловая,Продбаза,2010
548,33601,2021-06-12,М44,56,Поставка,30,92,Центральный,Бакалея,Крупа пшено,Продбаза,2760
549,33625,2021-06-12,М45,43,Поставка,50,77,Центральный,Бакалея,Крупа перловая,Продбаза,3850
550,33648,2021-06-12,М46,34,Продажа,48,114,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,5472
551,33650,2021-06-12,М46,43,Поставка,20,73,Центральный,Бакалея,Крупа перловая,Продбаза,1460
552,33651,2021-06-12,М46,43,Продажа,28,114,Центральный,Бакалея,Крупа перловая,Продбаза,3192
553,33653,2021-06-12,М46,46,Поставка,40,47,Центральный,Бакалея,Крупа манная,Мелькомбинат,1880
554,33814,2021-06-12,М52,34,Продажа,25,98,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,2450
555,33879,2021-06-12,М54,34,Поставка,100,77,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,7700
556,33885,2021-06-12,М54,43,Поставка,50,70,Центральный,Бакалея,Крупа перловая,Продбаза,3500
557,34040,2021-06-12,М59,46,Продажа,223,53,Центральный,Бакалея,Крупа манная,Мелькомбинат,11819
558,34209,2021-06-12,М64,43,Поставка,20,85,Центральный,Бакалея,Крупа перловая,Продбаза,1700
559,34264,2021-06-12,М66,34,Поставка,50,88,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4400
560,34265,2021-06-12,М66,34,Продажа,88,130,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,11440
561,34273,2021-06-12,М66,46,Продажа,71,61,Центральный,Бакалея,Крупа манная,Мелькомбинат,4331
562,34277,2021-06-12,М66,56,Продажа,53,88,Центральный,Бакалея,Крупа пшено,Продбаза,4664
563,34322,2021-06-12,М68,34,Продажа,90,90,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,8100
564,34349,2021-06-12,М69,46,Продажа,72,57,Центральный,Бакалея,Крупа манная,Мелькомбинат,4104
565,34527,2021-06-12,М75,34,Поставка,100,103,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,10300
566,34531,2021-06-12,М75,43,Продажа,63,99,Центральный,Бакалея,Крупа перловая,Продбаза,6237
567,34534,2021-06-12,М75,46,Продажа,75,55,Центральный,Бакалея,Крупа манная,Мелькомбинат,4125
568,34538,2021-06-12,М75,56,Продажа,51,110,Центральный,Бакалея,Крупа пшено,Продбаза,5610
569,34590,2021-06-12,М77,56,Продажа,24,81,Центральный,Бакалея,Крупа пшено,Продбаза,1944
570,34820,2021-06-12,М85,43,Поставка,200,77,Центральный,Бакалея,Крупа перловая,Продбаза,15400
571,34821,2021-06-12,М85,46,Продажа,278,69,Центральный,Бакалея,Крупа манная,Мелькомбинат,19182
572,34849,2021-06-12,М86,46,Поставка,50,56,Центральный,Бакалея,Крупа манная,Мелькомбинат,2800
573,34850,2021-06-12,М86,46,Продажа,65,60,Центральный,Бакалея,Крупа манная,Мелькомбинат,3900
574,34875,2021-06-12,М87,43,Продажа,29,76,Центральный,Бакалея,Крупа перловая,Продбаза,2204
575,34876,2021-06-12,М87,46,Продажа,36,47,Центральный,Бакалея,Крупа манная,Мелькомбинат,1692
576,35076,2021-06-12,М94,34,Поставка,300,107,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,32100
577,35081,2021-06-12,М94,43,Поставка,200,93,Центральный,Бакалея,Крупа перловая,Продбаза,18600
578,35083,2021-06-12,М94,46,Поставка,300,49,Центральный,Бакалея,Крупа манная,Мелькомбинат,14700
579,35084,2021-06-12,М94,46,Продажа,228,58,Центральный,Бакалея,Крупа манная,Мелькомбинат,13224
580,35088,2021-06-12,М94,56,Продажа,168,109,Центральный,Бакалея,Крупа пшено,Продбаза,18312
581,35531,2021-06-13,М10,34,Продажа,38,114,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,4332
582,35537,2021-06-13,М10,43,Поставка,30,67,Центральный,Бакалея,Крупа перловая,Продбаза,2010
583,35540,2021-06-13,М10,46,Продажа,31,56,Центральный,Бакалея,Крупа манная,Мелькомбинат,1736
584,35605,2021-06-13,М12,43,Продажа,193,76,Центральный,Бакалея,Крупа перловая,Продбаза,14668
585,35738,2021-06-13,М17,34,Поставка,200,114,Центральный,Бакалея,Крупа гречневая ядрица,Продбаза,22800
586,35896,2021-06-13,М22,43,Продажа,28,74,Центральный,Бакалея,Крупа перловая,Продбаза,2072
587,35903,2021-06-13,М22,56,Поставка,30,98,Центральный,Бакалея,Крупа пшено,Продбаза,2940
